STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/18/2009,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/27/2009,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/28/2009,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/1/2009,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/16/2009,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/25/2009,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/27/2009,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/28/2009,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/1/2009,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/2/2009,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/3/2009,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/6/2009,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/10/2009,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/13/2009,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/14/2009,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/20/2009,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/2/2009,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/8/2009,,5,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/11/2009,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/15/2009,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/16/2009,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/17/2009,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/20/2009,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/21/2009,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/23/2009,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/24/2009,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/27/2009,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/28/2009,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/2/2009,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/4/2009,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/5/2009,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/10/2009,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/18/2009,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/13/2009,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/17/2009,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/23/2009,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/27/2009,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/29/2009,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/30/2009,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/31/2009,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/2/2009,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/3/2009,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/5/2009,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/11/2009,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/12/2009,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/13/2009,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/15/2009,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/16/2009,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/19/2009,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/20/2009,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/28/2009,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/30/2009,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/31/2009,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,9/20/2009,,15,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,9/22/2009,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,9/25/2009,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/5/2009,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/7/2009,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/11/2009,,3,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/12/2009,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/14/2009,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/16/2009,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/17/2009,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/24/2009,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/27/2009,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,10/31/2009,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,11/10/2009,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,11/11/2009,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,11/22/2009,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,11/23/2009,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,11/30/2009,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,12/2/2009,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,12/8/2009,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,12/10/2009,,3,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,12/12/2009,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,12/13/2009,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,12/14/2009,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,12/18/2009,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,12/30/2009,,7,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,1/2/2010,,4,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,1/16/2010,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,1/17/2010,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,1/21/2010,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,1/25/2010,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,1/30/2010,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/2/2010,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/5/2010,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/9/2010,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/14/2010,,3,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/15/2010,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/22/2010,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,2/24/2010,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/2/2010,,,,,,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/10/2010,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/11/2010,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/15/2010,,4,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/17/2010,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/21/2010,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/22/2010,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,3/29/2010,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/20/2010,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/25/2010,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/26/2010,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,4/27/2010,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/3/2010,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/4/2010,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/17/2010,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,5/23/2010,,6,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/1/2010,,6,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/2/2010,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/4/2010,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/9/2010,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/10/2010,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/15/2010,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/16/2010,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/21/2010,,4,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/28/2010,,5,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,6/30/2010,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/11/2010,,10,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/12/2010,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/13/2010,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/14/2010,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/17/2010,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/27/2010,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/29/2010,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,7/31/2010,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/3/2010,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/9/2010,,5,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/15/2010,,3,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/16/2010,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/17/2010,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/18/2010,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/20/2010,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/21/2010,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,8/24/2010,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7,9/21/2010,,15,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
